username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
"JPlovesMONEY;2014-08-11 14:19;0;0;""Can't wait to see jeezy"";St Charles"," MO;;;""498941711021002752"";https://twitter.com/JPlovesMONEY/status/498941711021002752",,,,,,,,
"rosie_naunheim;2014-08-11 14:19;0;0;""OMFG @schreiber_pablo JUST FAVORITED MY TWEET. I can now die in peace."";St Louis"," MO;@schreiber_pablo;;""498941705518071809"";https://twitter.com/rosie_naunheim/status/498941705518071809",,,,,,,,
"beingtree;2014-08-11 14:19;0;0;"". @Costco IOS app doesn't tell me where CVV can be found on credit card. #UXFail"";St Louis"," MO;@Costco;#UXFail;""498941698295472128"";https://twitter.com/beingtree/status/498941698295472128",,,,,,,,
"TTTori11;2014-08-11 14:18;0;0;""@Twerkenburg hahaha that doesn't make me sound boring or anything"";Bridgeton"," MO;@Twerkenburg;;""498941661066838016"";https://twitter.com/TTTori11/status/498941661066838016",,,,,,,,
"MrAntike184;2014-08-11 14:18;0;0;""@Az_Iff Good. I was worried you were gonna shoot me"";Granite City"," IL;@Az_Iff;;""498941561216856065"";https://twitter.com/MrAntike184/status/498941561216856065",,,,,,,,
"JrayHaliday;2014-08-11 14:18;0;0;""@kimxwinkler ditto"";St Charles"," MO;@kimxwinkler;;""498941551406755842"";https://twitter.com/JrayHaliday/status/498941551406755842",,,,,,,,
"Arieeel143;2014-08-11 14:18;0;0;""I know my food guh"";East St Louis"," IL;;;""498941546201628672"";https://twitter.com/Arieeel143/status/498941546201628672",,,,,,,,
"HEYYOUDAR;2014-08-11 14:18;0;2;""wow I didnt know at the age of 16 Im not allowed to answer my front door. seriously so ready to get the hell out of this house"";St Peters"," MO;;;""498941519756550144"";https://twitter.com/HEYYOUDAR/status/498941519756550144",,,,,,,,
"MrAntike184;2014-08-11 14:18;0;0;""@panpourwater are you dead or alive"";Granite City"," IL;@panpourwater;;""498941455637831680"";https://twitter.com/MrAntike184/status/498941455637831680",,,,,,,,
"Zoey_OneOfAKind;2014-08-11 14:18;0;1;""If that wasn't some shit I don't know what is"";St Charles"," MO;;;""498941440509370369"";https://twitter.com/Zoey_OneOfAKind/status/498941440509370369",,,,,,,,
"beingtree;2014-08-11 14:17;0;0;""CVV on @AmericanExpress is not the 3-digit code in sig line as on ALL other cards"," but 4-digit printed on front of card. #UXFail"";St Louis"," MO;@AmericanExpress;#UXFail;""498941383642972160"";https://twitter.com/beingtree/status/498941383642972160",,,,,,,
"Arieeel143;2014-08-11 14:17;0;1;""@Shanaya_Unique ya they do.. pic.twitter.com/U6iwnVxHcg"";East St Louis"," IL;@Shanaya_Unique;;""498941328945065985"";https://twitter.com/Arieeel143/status/498941328945065985",,,,,,,,
"GreyScherl;2014-08-11 14:17;0;0;""Sorting old books. Found a lot of these two... @The Fortress of Grizzitude http:// instagram.com/p/rkqHDVQOGi/"";Clayton"," MO;@The;;""498941325543108608"";https://twitter.com/GreyScherl/status/498941325543108608",,,,,,,,
"MrAntike184;2014-08-11 14:17;0;0;""@Az_Iff *hands you the sniper* you can have revenge if you'd like"";Granite City"," IL;@Az_Iff;;""498941283600060416"";https://twitter.com/MrAntike184/status/498941283600060416",,,,,,,,
"jimistlboy;2014-08-11 14:17;0;1;""11 on 11 at the far field #ramscamp"";Bridgeton"," MO;;#ramscamp;""498941259365371905"";https://twitter.com/jimistlboy/status/498941259365371905",,,,,,,,
"MrAntike184;2014-08-11 14:17;0;0;""@Alexa_AP08 *you see a very deep scar that goes down to the bone* is it bad...?"";Granite City"," IL;@Alexa_AP08;;""498941195519680512"";https://twitter.com/MrAntike184/status/498941195519680512",,,,,,,,
"Im_Greatness0;2014-08-11 14:16;1;0;"""" @Kingszn_ : ""@Flash2Veney: #RT Hands Down http://twitter.com/Flash2Veney/status/498886928423743488/photo/1 pic.twitter.com/R1gPg2VKpj "" """";Granite City"," IL;@Kingszn_ @Flash2Veney;#RT;""498941126418526208"";https://twitter.com/Im_Greatness0/status/498941126418526208",,,,,,,,
"YoureWholeRTM;2014-08-11 14:16;0;0;""I gotta go to the movies tomorrow don't hit them up"";St Louis"," MO;;;""498941123042091008"";https://twitter.com/YoureWholeRTM/status/498941123042091008",,,,,,,,
"karlangreen;2014-08-11 14:16;0;1;""@katelynn_69 I FUCKING HATE WHEN PEOPLE WEAR WHITE CONVERSE WITH NIKE SOCKS. like pls die now."";St Louis"," MO;@katelynn_69;;""498941079358435328"";https://twitter.com/karlangreen/status/498941079358435328",,,,,,,,
"DBeard_2;2014-08-11 14:16;1;1;""Jariah fake smh"";St Louis"," MO;;;""498941037784870912"";https://twitter.com/DBeard_2/status/498941037784870912",,,,,,,,
"jimistlboy;2014-08-11 14:16;0;2;""Only a brief glimpse but it looked like JL55 out of the boot #ramscamp"";Bridgeton"," MO;;#ramscamp;""498941005224095744"";https://twitter.com/jimistlboy/status/498941005224095744",,,,,,,,
"little_barista;2014-08-11 14:16;0;0;""@naddalieeyosstt what did you do to get laughing gas?? lol"";St Louis"," MO;@naddalieeyosstt;;""498940968175824896"";https://twitter.com/little_barista/status/498940968175824896",,,,,,,,
"Bergster1;2014-08-11 14:16;0;0;""This is my last week here"," about to begin the next adventure. NWTS @off the coast of norway http:// instagram.com/p/rkp8mSwZb5/"";Overland"," MO;@off;;""498940965730918401"";https://twitter.com/Bergster1/status/498940965730918401",,,,,,,
"MrAntike184;2014-08-11 14:16;0;0;""@LOZ_DarkLink that's great! I'm happy for you! *starts his 2nd keg*"";Granite City"," IL;@LOZ_DarkLink;;""498940952589778946"";https://twitter.com/MrAntike184/status/498940952589778946",,,,,,,,
"YoureWholeRTM;2014-08-11 14:15;3;0;""Did they really hit up the gally ?"";St Louis"," MO;;;""498940863297249281"";https://twitter.com/YoureWholeRTM/status/498940863297249281",,,,,,,,
"a_rebekah_;2014-08-11 14:15;0;1;""Cus being told the truth is so RARE"";St Louis"," MO;;;""498940767318966274"";https://twitter.com/a_rebekah_/status/498940767318966274",,,,,,,,
"MrAntike184;2014-08-11 14:15;0;0;""@Az_Iff I'm bored :("";Granite City"," IL;@Az_Iff;;""498940752538247168"";https://twitter.com/MrAntike184/status/498940752538247168",,,,,,,,
"Im_Greatness0;2014-08-11 14:15;0;0;""I suck"," tired and annoyed"";Granite City"," IL;;;""498940715657752576"";https://twitter.com/Im_Greatness0/status/498940715657752576",,,,,,,
"a_rebekah_;2014-08-11 14:15;1;1;""Promise if you tell me the truth", in the end," I will have so much respect for you"";St Louis"," MO;;;""498940702114328576"";https://twitter.com/a_rebekah_/status/498940702114328576",,,,,,
"jimistlboy;2014-08-11 14:14;0;1;""Frank Bush and Coach Williams putting linebackers through the drills. Williams and McGinnis with the Dbacks now #ramscamp"";Bridgeton"," MO;;#ramscamp;""498940643549265920"";https://twitter.com/jimistlboy/status/498940643549265920",,,,,,,,
"DBeard_2;2014-08-11 14:14;0;0;""Kamara need to wake her ass up !"";St Louis"," MO;;;""498940621982539776"";https://twitter.com/DBeard_2/status/498940621982539776",,,,,,,,
"ProfCedar;2014-08-11 14:14;0;0;""@lil_scooter93 can we talk about how delightful our battery could be if we still had Rzepcynski or whatever his name was?"";University City"," MO;@lil_scooter93;;""498940607000506368"";https://twitter.com/ProfCedar/status/498940607000506368",,,,,,,,
"SexxxyTrejo;2014-08-11 14:14;0;0;""@JDGodina Everyone throws that word freely here in USA"";St Charles"," MO;@JDGodina;;""498940571625353216"";https://twitter.com/SexxxyTrejo/status/498940571625353216",,,,,,,,
"a_rebekah_;2014-08-11 14:14;0;0;""Like why lie? Just tell me the truth."";St Louis"," MO;;;""498940561999396866"";https://twitter.com/a_rebekah_/status/498940561999396866",,,,,,,,
"OmgheeItsBree;2014-08-11 14:14;2;2;""â€œ @allyfreeman_ : @__shelbbss @LoDollaaSign @kuhleahh @xDrugLife please stop black peopleâ€ùExactly why I don't fuck with some white people"";Illinois"," USA;@allyfreeman_ @__shelbbss @LoDollaaSign @kuhleahh @xDrugLife;;""498940531850752001"";https://twitter.com/OmgheeItsBree/status/498940531850752001",,,,,,,,
"sunnybunns_;2014-08-11 14:14;0;0;"":/"";St Louis"," MO;;;""498940528252039169"";https://twitter.com/sunnybunns_/status/498940528252039169",,,,,,,,
"MrAntike184;2014-08-11 14:14;0;0;""@Az_Iff *shoots you with a sniper* Gotcha."";Granite City"," IL;@Az_Iff;;""498940489534410752"";https://twitter.com/MrAntike184/status/498940489534410752",,,,,,,,
"DBeard_2;2014-08-11 14:14;0;0;""I want some dominoes"";St Louis"," MO;;;""498940479405576193"";https://twitter.com/DBeard_2/status/498940479405576193",,,,,,,,
"Johnny___Tapia;2014-08-11 14:14;0;0;""Grrrrrr bae took a nap instead of calling me"";St Louis"," MO;;;""498940475735150593"";https://twitter.com/Johnny___Tapia/status/498940475735150593",,,,,,,,
"AlexisMureddu16;2014-08-11 14:14;0;1;""Some girls wear more makeup than there own cloths."";Affton"," MO;;;""498940461378052096"";https://twitter.com/AlexisMureddu16/status/498940461378052096",,,,,,,,
"JrayHaliday;2014-08-11 14:14;3;2;""#PrayForChristyMack"";St Charles"," MO;;#PrayForChristyMack;""498940455938457602"";https://twitter.com/JrayHaliday/status/498940455938457602",,,,,,,,
"karlangreen;2014-08-11 14:14;0;1;""@katelynn_69 the girl in journeys said they have a whole shelf in the back dedicated to those shoes because so many people buy them"";St Louis"," MO;@katelynn_69;;""498940447008366592"";https://twitter.com/karlangreen/status/498940447008366592",,,,,,,,
"Willy3Piece;2014-08-11 14:14;0;0;""I wish they'd stop playing with my cable man"";Berkeley"," MO;;;""498940429388107776"";https://twitter.com/Willy3Piece/status/498940429388107776",,,,,,,,
"AllisonReeves6;2014-08-11 14:14;0;1;""it's hard to think that we were ever strangers"";Missouri"," USA;;;""498940423704825857"";https://twitter.com/AllisonReeves6/status/498940423704825857",,,,,,,,
"JennaHanchardK5;2014-08-11 14:14;0;0;""AG Holder: The shooting deserves a fulsome review. FBI working w/attorneys from Justice Departmentâ€™s Civil Rights Division & US Attorney"";Jennings"," MO;;;""498940422862147584"";https://twitter.com/JennaHanchardK5/status/498940422862147584",,,,,,,,
"a_rebekah_;2014-08-11 14:13;0;0;""Cant stand a liar"";St Louis"," MO;;;""498940366268010497"";https://twitter.com/a_rebekah_/status/498940366268010497",,,,,,,,
"megaaanellis;2014-08-11 14:13;0;1;""miss this little shit. @laurak74 pic.twitter.com/z29aRqTAGX"";St Peters"," MO;@laurak74;;""498940361029345282"";https://twitter.com/megaaanellis/status/498940361029345282",,,,,,,,
"a_rebekah_;2014-08-11 14:13;0;0;""I got enough bs to worry about"";St Louis"," MO;;;""498940265755734017"";https://twitter.com/a_rebekah_/status/498940265755734017",,,,,,,,
"a_rebekah_;2014-08-11 14:13;0;0;""Please dont come to me w/ bs"";St Louis"," MO;;;""498940203197669376"";https://twitter.com/a_rebekah_/status/498940203197669376",,,,,,,,
"amynicolex93;2014-08-11 14:13;0;0;""Just got off from my last day at Express."";Des Peres"," MO;;;""498940167496159232"";https://twitter.com/amynicolex93/status/498940167496159232",,,,,,,,
"localsadgirl;2014-08-11 14:12;0;4;""Fuckboys. Fuckboys everywhere."";St Peters"," MO;;;""498940114462973952"";https://twitter.com/localsadgirl/status/498940114462973952",,,,,,,,
"Tadoe_6Os;2014-08-11 14:12;0;0;""Hella bored..."";St Louis"," MO;;;""498940088781262848"";https://twitter.com/Tadoe_6Os/status/498940088781262848",,,,,,,,
"Bad_Girl532;2014-08-11 14:12;0;0;""What Tf ever."";Breckenridge Hills"," MO;;;""498939967905611776"";https://twitter.com/Bad_Girl532/status/498939967905611776",,,,,,,,
"littlebrinks2;2014-08-11 14:12;0;1;""It's gonna take some marines", army," or some navy seals to restore the peace In ferguson"";St Louis"," MO;;;""498939942027137024"";https://twitter.com/littlebrinks2/status/498939942027137024",,,,,,
"jimistlboy;2014-08-11 14:11;0;6;""Now the linebackers working with pads and keeping their gaps...coaches watched the game film #ramscamp"";Bridgeton"," MO;;#ramscamp;""498939886531903488"";https://twitter.com/jimistlboy/status/498939886531903488",,,,,,,,
"adahm15;2014-08-11 14:11;0;0;""All evening activities are canceled for Ferg Flor. I was really looking forward to seeing/meeting all my sweet 4th graders. Until tomorrow"";Missouri"," USA;;;""498939789693841408"";https://twitter.com/adahm15/status/498939789693841408",,,,,,,,
"biaaattch;2014-08-11 14:11;2;3;""I got happy when I saw oomf in the hallway",";Illinois, USA;;;498939780105654273"";https://twitter.com/biaaattch/status/498939780105654273",,,,,,,,
"Aryaunn_;2014-08-11 14:11;1;0;""Omfg would charter stop acting up during the end of every show!!!!! I'm about to cry."";Missouri"," USA;;;""498939726066221057"";https://twitter.com/Aryaunn_/status/498939726066221057",,,,,,,,
"PhoenixRiskSTL;2014-08-11 14:11;0;2;""Taking in some training @STLouisRams training camp! pic.twitter.com/1TXXcoOZW2"";Missouri"," USA;@STLouisRams;;""498939664687202305"";https://twitter.com/PhoenixRiskSTL/status/498939664687202305",,,,,,,,
"YoureWholeRTM;2014-08-11 14:10;0;0;""Y'all would do better by boycotting crime . Don't do crime & they won't make money .."";St Louis"," MO;;;""498939646433165313"";https://twitter.com/YoureWholeRTM/status/498939646433165313",,,,,,,,
"Arieeel143;2014-08-11 14:10;0;0;""now I want Burger King chicken fries"";East St Louis"," IL;;;""498939610354188288"";https://twitter.com/Arieeel143/status/498939610354188288",,,,,,,,
"Bad_Girl532;2014-08-11 14:10;1;2;""I need a cigarette!"";Breckenridge Hills"," MO;;;""498939603613532160"";https://twitter.com/Bad_Girl532/status/498939603613532160",,,,,,,,
"ProfCedar;2014-08-11 14:10;0;0;""@bochurney @talkhoops poor Huell."";Overland"," MO;@bochurney @talkhoops;;""498939582101331970"";https://twitter.com/ProfCedar/status/498939582101331970",,,,,,,,
"machinegirl89;2014-08-11 14:10;0;0;""Today has been one hell of a day."";St Peters"," MO;;;""498939511720906752"";https://twitter.com/machinegirl89/status/498939511720906752",,,,,,,,
"FearlessJohnny;2014-08-11 14:10;0;0;""Resist", rebel," refuse."";Rock Hill"," MO;;;""498939498655264768"";https://twitter.com/FearlessJohnny/status/498939498655264768",,,,,,
"Cardsnationjnky;2014-08-11 14:10;0;1;""Ehhhh I still don't like AJ hitting in front of Jay and OT"";St Louis"," MO;;;""498939486466633728"";https://twitter.com/Cardsnationjnky/status/498939486466633728",,,,,,,,
"a_rebekah_;2014-08-11 14:10;0;0;""But I really dont have time to sleep"";St Louis"," MO;;;""498939483161522176"";https://twitter.com/a_rebekah_/status/498939483161522176",,,,,,,,
"TheTownDrunks;2014-08-11 14:10;0;0;""Ready for a hot Q&A session? Join us for #trivia at @NicksPub tonight. Play starts at 8:30. #monday"";Affton"," MO;@NicksPub;#trivia #monday;""498939461174980608"";https://twitter.com/TheTownDrunks/status/498939461174980608",,,,,,,,
"a_rebekah_;2014-08-11 14:10;0;0;""I could really use a nap right now"";St Louis"," MO;;;""498939431219245056"";https://twitter.com/a_rebekah_/status/498939431219245056",,,,,,,,
"Zoey_OneOfAKind;2014-08-11 14:09;0;2;""Just fucking dropped a glass bottle on my foot at walmart an was bleeding everywhere an they had to call code white #geeeeze"";St Charles"," MO;;#geeeeze;""498939383656226818"";https://twitter.com/Zoey_OneOfAKind/status/498939383656226818",,,,,,,,
"crashad_;2014-08-11 14:09;0;0;""@brianichole__ where u going"";Riverview"," MO;@brianichole__;;""498939328920162306"";https://twitter.com/crashad_/status/498939328920162306",,,,,,,,
"QuietWyatt_95;2014-08-11 14:09;0;1;""@Claytonkohler I'm down man! Haha"";Missouri"," USA;@Claytonkohler;;""498939323203350529"";https://twitter.com/QuietWyatt_95/status/498939323203350529",,,,,,,,
"MrAntike184;2014-08-11 14:09;0;0;""@LOZ_DarkLink Today was great! How was your day?! *drinks a keg*"";Granite City"," IL;@LOZ_DarkLink;;""498939285358133248"";https://twitter.com/MrAntike184/status/498939285358133248",,,,,,,,
"DesmandRUNtracK;2014-08-11 14:09;0;0;""Extremely frustrated right now..."";Missouri"," USA;;;""498939273496645632"";https://twitter.com/DesmandRUNtracK/status/498939273496645632",,,,,,,,
"jimistlboy;2014-08-11 14:08;1;5;""And for those ho saw the game....linebackers working on tackling angles in a cone drill #ramscamp"";Bridgeton"," MO;;#ramscamp;""498939143242522624"";https://twitter.com/jimistlboy/status/498939143242522624",,,,,,,,
"Bad_Girl532;2014-08-11 14:08;0;0;""Hold my hand forever. Wrap me in your arms. And never let me go."";Breckenridge Hills"," MO;;;""498939115505606656"";https://twitter.com/Bad_Girl532/status/498939115505606656",,,,,,,,
"damondlockett;2014-08-11 14:08;0;0;""@__JayLP @sinfullysierra @Bree_LaNae14 @KacGee_ I'm off today"";East St Louis"," IL;@__JayLP @sinfullysierra @Bree_LaNae14 @KacGee_;;""498938971213144064"";https://twitter.com/damondlockett/status/498938971213144064",,,,,,,,
"FreezeCurl;2014-08-11 14:08;0;0;""@RemiBLANCO keyshia cole", nelly," and David & tamela Mann. No ma'am x3"";St Louis"," MO;@RemiBLANCO;;""498938951592202240"";https://twitter.com/FreezeCurl/status/498938951592202240",,,,,,
"MrAntike184;2014-08-11 14:07;0;0;""@LOZ_DarkLink Holy shit! *laughs and begins drinking*"";Granite City"," IL;@LOZ_DarkLink;;""498938885150216192"";https://twitter.com/MrAntike184/status/498938885150216192",,,,,,,,
"rosie_naunheim;2014-08-11 14:07;0;1;""â€œ@BestOfToon: Why Stewie's head is shaped like a football. https:// vine.co/v/MT62Er2aXjI â€ù"";St Louis"," MO;@BestOfToon;;""498938816724353024"";https://twitter.com/rosie_naunheim/status/498938816724353024",,,,,,,,
"jimistlboy;2014-08-11 14:07;0;1;""Coach Waufle conjuring up Muhammad Ali footwork today #ramscamp"";Bridgeton"," MO;;#ramscamp;""498938792175075329"";https://twitter.com/jimistlboy/status/498938792175075329",,,,,,,,
